# Timestamp KF, Num CovKFs, Num KFs, Num RecentMPs, Num MPs, processKF, MPCulling, CreateMP, SearchNeigh, BA, KFCulling, [numFixKF_LBA]
8708175000,24,85,708,6472,24.747076,0.595758,64.085123,0.000118,0.000000,0.000000,0
8811795000,18,86,658,6521,24.505121,0.510050,62.238588,0.000131,0.000000,0.000000,0
8915403000,20,87,642,6574,23.780437,0.488139,61.371686,0.000130,0.000000,0.000000,0
9019162000,18,88,694,6706,23.528126,0.415989,68.876307,0.000116,0.000000,0.000000,0
9122890000,17,89,857,6985,21.944902,0.405940,96.158667,0.000116,0.000000,0.000000,0
9226512000,15,90,1084,6814,21.218712,0.469371,111.008428,56.009261,0.000000,0.000000,0
9433986000,20,91,730,6817,21.497478,0.405274,28.999310,0.000103,0.000000,0.000000,0
9537749000,22,92,845,6966,22.081283,0.290980,52.528183,0.000100,0.000000,0.000000,0
9641587000,24,93,770,7158,22.194552,0.324677,77.337154,0.000100,0.000000,0.000000,0
9745342000,22,94,835,7271,24.254891,0.623478,73.642507,0.000151,0.000000,0.000000,0
9849229000,19,95,805,7350,23.061742,0.550079,69.177698,0.000093,0.000000,0.000000,0
9953059000,20,96,813,7485,25.448068,0.553231,93.374172,0.000097,0.000000,0.000000,0
10056930000,22,97,929,7724,24.577251,0.564133,116.839167,0.000140,0.000000,0.000000,0
10160830000,23,98,1009,7812,27.391016,0.569940,82.723572,0.000126,0.000000,0.000000,0
10264660000
