# number of KF, number of MP, UpdateLM[ms], SearchLP[ms], PoseOpt[ms]
31,4355,0.836220,1.615483,3.759753
31,4355,0.820245,1.603299,2.966308
31,4355,0.812412,1.526005,3.028471
32,4527,0.879194,1.961524,6.612171
32,4527,1.316958,2.353362,5.724574
32,4527,1.083845,2.249848,5.333771
32,4527,1.090103,2.129719,4.955400
32,4527,0.844111,1.837712,3.928692
32,4527,0.841548,1.833499,3.641846
32,4527,0.832278,1.762269,3.852248
32,4527,0.857150,1.696974,3.343701
32,4527,0.811082,1.691600,3.358787
32,4527,0.777980,1.676304,3.102094
33,4713,1.157241,2.089928,6.405579
33,4703,1.165078,2.284583,5.450791
33,4703,5.332272,2.351877,4.325868
33,4703,1.019213,1.907361,5.350942
33,4703,0.866862,1.789135,4.849074
33,4703,0.845895,1.754146,3.787817
33,4703,0.946723,1.972406,39.496136
33,4703,1.647091,2.024424,4.075713
32,4527,0.835559,1.613617,4.301973
32,4527,0.802152,1.557552,3.477351
32,4527,0.785206,1.499244,3.275077
32,4527,0.767926,1.478846,3.215860
32,4527,0.778954,1.401483,3.186720
33,4627,0.925057,1.633273,4.470433
33,4627,1.085503,1.994992,4.133036
33,4627,1.079045,1.797469,4.863487
33,4627,0.845626,1.539763,3.061290
31,4404,0.709700,1.403553,2.821997
13,2336,0.440286,0.978870,2.638593
14,2400,0.596451,1.532092,4.950113
14,2400,0.577635,1.106698,3.106830
14,2400,0.488588,1.108817,2.640834
13,2320,0.425559,0.964542,2.408940
14,2496,0.494092,1.154091,3.709289
14,2496,0.603060,1.067700,2.542549
14,2496,0.451359,0.931927,2.100116
15,2672,0.494544,1.162798,4.736509
14,2571,0.617265,1.131193,2.873018
14,2571,0.721813,1.201247,3.255868
14,2571,0.499118,0.980799,3.170921
14,2495,0.496079,1.104423,3.370051
11,2225,0.506138,1.157658,3.478685
11,2225,0.384107,1.117846,2.750432
11,2375,0.421603,1.186268,4.151748
12,2397,0.492180,1.192121,3.427215
12,2397,0.424973,1.163220,3.086989
12,2500,0.490920,1.309653,4.160217
12,2500,0.833785,1.928155,3.903425
12,2500,0.463708,1.312094,2.814211
13,2641,0.532352,1.409933,4.757751
13,2641,0.536904,1.295799,3.395375
12,2639,0.452379,1.234637,2.378808
13,2785,0.519401,1.410425,4.500495
13,2785,0.531140,1.389842,3.200695
13,2785,0.493667,1.398522,2.300693
11,2408,0.444827,1.555476,3.282097
11,2408,0.505490,1.292129,2.978441
11,2408,0.406391,1.169946,2.002440
12,2489,0.469653,1.287572,3.364658
12,2489,0.511233,1.227536,2.313758
12,2489,0.410965,1.118238,2.086375
13,2590,0.475247,1.262359,2.719019
12,2406,0.473063,1.190014,2.402002
12,2406,0.646374,1.278371,1.984207
14,2669,0.540995,1.412631,3.923779
14,2669,0.514177,1.252938,1.924199
14,2669,0.422656,1.009099,1.550526
14,2602,0.473688,1.172927,2.806761
14,2602,0.512966,1.160467,2.479098
14,2602,0.431814,1.096585,1.575494
15,2709,0.492628,1.257205,2.682795
15,2709,0.541933,1.132767,1.822705
16,2757,0.501932,1.331405,3.193008
16,2757,0.597260,1.282702,2.204806
16,2757,0.532339,1.161648,1.754238
17,2948,0.572336,1.492052,2.891605
17,2948,0.660415,1.343922,2.625012
17,2948,0.490067,1.136506,1.835699
18,3137,0.607296,1.343304,3.277351
18,3137,0.790048,2.019827,2.377271
18,3137,0.495130,1.124431,1.422229
19,3146,0.580687,1.332426,3.061486
19,3146,0.664479,1.223361,2.105847
20,3160,0.897890,1.663000,2.865462
20,3160,0.638944,1.308001,1.858222
21,3309,0.593148,1.379587,3.521878
21,3309,0.634022,1.287523,2.737946
21,3309,0.559372,1.185764,1.956465
22,3446,0.794189,2.048801,4.997548
22,3446,0.654900,1.402588,2.349388
22,3446,0.574317,1.239798,1.486741
23,3578,0.624660,1.339972,3.137472
23,3578,0.637560,1.288371,1.925266
23,3578,1.162184,1.579436,1.524444
24,3665,0.653358,1.632952,3.540859
24,3665,0.691733,1.327208,2.375159
24,3665,0.589928,1.157457,1.352753
25,3666,0.601673,1.324208,2.511429
25,3666,0.648016,1.202193,1.725725
26,3761,0.693733,1.424218,3.708957
26,3761,0.713885,1.366531,2.500687
26,3761,0.622490,1.152378,1.676696
27,3918,0.703721,1.368146,3.065330
27,3918,0.749399,1.542930,2.062857
27,3918,1.191413,1.457050,1.778495
28,4084,0.714744,1.448420,3.128456
28,4084,0.717721,1.445694,2.203039
28,4084,0.667896,1.224667,1.731305
29,4230,0.741551,1.647750,2.832251
29,4230,0.716843,1.336725,1.695948
29,4230,0.696614,1.193331,1.583209
29,4114,0.751066,1.570284,3.211284
28,3955,0.837810,1.562985,2.161158
31,4302,0.780483,1.723065,3.296212
31,4301,0.805464,1.426641,1.892578
27,4158,0.676660,1.541881,2.972311
32,4386,0.825406,1.479727,2.901716
32,4386,0.697635,1.383034,1.862053
33,4594,1.131618,1.985609,3.773196
25,4166,0.747030,1.631134,2.171875
27,4326,0.671844,1.431290,1.548599
34,4717,0.771649,2.268973,3.227388
34,4717,0.951424,1.678023,2.033207
35,4711,0.801443,1.779306,3.140734
35,4711,0.839067,1.680455,2.010131
36,4788,0.872688,1.882953,3.307379
36,4788,0.903644,1.669749,2.319395
35,4594,0.820282,1.751669,3.415797
35,4594,0.853016,1.673976,2.552628
35,4594,0.756403,1.486993,1.662996
24,3351,0.596867,1.455484,2.794407
29,4525,0.832339,1.617348,2.038547
25,3484,0.769449,1.713712,3.061065
25,3484,0.663665,1.474165,2.257535
40,5321,1.096026,2.185920,3.787318
26,3602,0.689582,1.429428,2.627220
26,3602,0.653277,1.299704,1.720253
27,3689,0.686401,1.576298,3.076874
41,5408,1.090267,1.861626,1.795626
42,5475,1.130276,2.126639,2.923432
42,5467,1.014048,1.712634,2.852503
42,5467,0.957879,1.676093,2.233759
43,5678,1.163131,2.255594,4.506767
43,5678,1.055752,2.003746,2.969126
43,5678,0.965254,1.827615,2.224830
44,5881,0.998400,2.219946,3.715907
30,4162,0.780593,1.675197,2.776964
34,4858,0.792644,1.704708,2.397620
31,4247,0.794773,2.004865,4.027408
31,4247,0.788719,1.771698,2.862253
31,4247,0.765041,1.837264,2.125466
32,4342,0.997085,1.919150,4.066721
32,4342,0.855379,1.828972,3.192873
47,6023,1.387871,2.488363,4.491278
47,6023,1.243074,2.245658,3.871945
34,4340,0.892551,1.989895,4.761037
48,6059,1.247621,2.214557,3.068091
40,5680,1.283434,3.166288,4.348025
40,5654,1.188345,2.143259,2.849684
32,4156,1.006292,2.163336,3.785376
36,4538,0.939063,1.865946,3.306415
37,4697,1.100683,2.408550,5.308610
41,5552,1.271256,2.245063,3.273099
40,5599,1.224417,2.524938,3.965895
40,5576,1.151677,2.477056,3.534516
38,4767,1.024411,2.066616,4.245966
33,4350,0.946739,2.405265,4.985000
39,4910,1.100480,2.248392,3.752734
48,6402,10.148778,2.731555,3.124640
36,4673,1.211111,2.425534,4.440266
54,6786,1.596445,2.645974,3.668186
54,6786,1.413759,2.581346,3.137784
54,6786,1.250543,2.173608,2.628641
55,6947,1.315260,2.262589,4.296190
55,6942,1.447581,2.314199,3.680964
41,6027,1.110684,1.996221,3.343723
37,4829,0.855257,1.527315,2.280431
47,6625,1.182239,2.177912,4.227648
23,3577,0.743348,1.448074,3.544282
22,3506,0.642134,1.310990,3.002602
14,2611,1.898083,1.026632,2.722024
14,2611,0.454089,0.937612,2.600608
14,2611,0.895675,1.302733,2.528798
15,2722,0.537712,1.082031,3.069911
14,2612,0.606020,1.179099,2.739460
14,2612,0.488207,1.065200,1.891761
14,2612,0.417526,1.005886,2.081203
12,2402,0.352820,0.938483,1.869483
8,2031,0.283066,0.920560,1.387586
9,2320,0.441931,1.069743,3.522348
10,2251,0.404840,1.076892,2.969262
8,2131,0.342156,1.260581,2.419668
8,2131,0.628251,1.211438,1.833093
8,2131,0.310708,0.939482,1.806469
7,1867,0.285176,0.961566,3.016720
9,2189,0.396547,1.036531,2.787334
7,1867,0.277986,0.903532,2.120053
7,1867,0.257608,0.861732,1.515511
8,1863,0.344432,0.867305,2.822632
37,5268,1.491571,4.217371,3.936918
37,5268,1.265201,3.569521,3.634375
37,5268,1.066222,3.310203,3.351599
35,4865,5.921286,5.602229,4.062214
36,4978,1.494464,4.968810,5.171204
36,4853,1.394972,3.955908,4.916147
37,4881,1.810807,4.490002,5.669872
37,4825,1.505183,4.235380,4.444366
38,5069,1.740574,4.181804,5.449262
40,5186,1.602263,3.809555,4.701164
41,5339,2.040395,4.400231,6.348717
41,5307,1.890049,4.079639,6.511003
41,5307,2.768448,5.739234,5.415168
39,4904,2.239241,4.437664,5.542330
39,4904,1.875721,3.651702,4.772421
39,4904,1.687182,3.526060,4.809149
39,4904,1.857369,3.675278,5.026346
40,5037,2.131523,4.617518,6.955630
40,5006,2.454248,5.364378,6.833536
40,5006,1.768807,3.643117,5.262160
40,5006,1.822876,4.000143,4.869079
40,5006,2.083308,3.972251,4.597026
40,5006,1.528362,3.426233,4.183767
40,5006,1.829921,3.954588,4.150345
40,5006,1.863566,3.734698,4.465482
40,5006,1.600462,3.580832,3.795710
40,5006,1.598501,3.549558,3.455100
40,5006,1.514229,3.491598,4.127826
40,5006,1.482678,3.384030,3.902607
40,5006,2.069053,3.447265,3.361657
40,5006,1.401340,3.179931,3.145867
40,5006,1.547945,3.173418,3.248236
41,5229,2.131119,5.200179,5.190897
41,5211,1.916038,3.584845,4.814176
41,5211,1.771999,3.723681,4.597950
41,5211,1.638332,3.446357,4.364353
41,5211,1.521198,3.187839,3.896870
41,5210,1.460948,3.055074,3.292957
42,5290,2.282280,3.231078,5.553787
42,5268,1.760317,3.125435,5.600051
42,5268,1.718929,21.363834,4.678525
46,5961,1.902548,3.326847,3.967484
46,5961,1.615731,3.112334,3.757988
46,5961,1.235236,2.651993,4.055760
47,6055,1.877147,3.590198,6.781938
47,6035,1.935694,3.672317,5.338671
47,6035,2.111220,4.276395,5.487091
47,6035,2.393680,3.782291,4.079182
47,6008,1.745344,3.798134,5.663041
48,6083,1.505400,2.758845,4.126860
49,6229,1.261693,2.966942,6.247726
49,6063,1.301968,2.850672,4.994816
49,6063,1.992765,3.325710,4.644335
49,6063,1.902548,3.293409,3.243687
49,6063,1.756177,3.144829,3.701390
47,5771,1.753183,3.174010,3.077896
47,5561,1.398495,2.653911,3.679345
48,5788,2.100430,3.048960,2.911549
48,5788,1.659095,2.809537,2.241272
47,5700,1.583028,2.714305,3.246715
47,5533,1.112470,2.463133,3.167563
47,5533,1.690632,2.672335,2.279850
48,5836,1.613093,2.724850,3.603522
47,5573,1.087882,2.382757,2.594058
48,5547,1.479726,2.594636,3.612882
47,5435,1.698727,2.572887,3.053710
47,5435,1.365339,2.228776,2.092065
48,5649,1.464801,2.377427,3.977978
42,5297,1.198927,2.015558,2.722897
48,5577,1.290563,2.165897,2.334600
48,5577,1.205635,1.967743,2.036530
49,5786,1.268622,2.279185,4.469573
47,5427,1.294649,2.185024,2.439005
40,4925,1.106656,1.982275,2.684866
40,4925,0.846450,1.692671,2.126717
41,5115,1.060435,2.290981,4.403856
41,5115,1.274089,2.140543,2.460480
42,5142,1.201340,2.364573,3.218821
42,5117,1.260414,2.072377,2.068095
28,3605,0.864858,1.823300,3.501713
29,3692,0.871922,1.524124,2.262374
30,3816,1.061168,2.113331,4.079481
27,3391,0.774542,1.549487,3.106741
29,3632,0.862597,1.611846,2.510852
33,4533,1.055831,2.333263,4.605417
30,3920,0.733125,2.103244,3.418093
30,3920,0.849253,1.676006,2.585741
29,3954,0.887269,1.898270,4.338007
33,4702,1.013646,1.994697,3.210161
31,4184,0.852847,1.739878,2.380747
32,4168,0.988648,1.937639,3.759664
32,4168,0.949614,1.696533,2.728130
35,4696,1.106747,2.118092,5.025089
31,3914,0.847928,1.719395,2.652060
33,4155,0.927877,1.606430,3.113496
29,3885,0.838077,1.743201,4.662264
28,3856,0.768706,1.536415,3.304984
29,3806,0.759661,1.454963,2.728568
20,3215,0.658554,1.602571,4.288956
25,3821,0.903168,1.783569,3.451291
21,3279,0.635783,1.443368,2.830735
23,3562,0.735996,1.855119,4.671990
24,3652,0.733885,1.722182,3.279029
18,3005,0.575240,1.496012,2.568783
19,3095,0.631749,1.766430,3.201051
24,3652,0.771618,1.704249,3.002434
24,3652,1.192816,1.874987,2.149975
25,3812,0.753956,1.725786,4.346429
25,3812,0.760621,1.729110,3.257397
25,3812,0.724151,1.473258,2.249274
21,3370,0.707799,1.668224,4.018226
21,3370,0.718825,1.467150,3.150794
22,3302,0.753178,1.580240,3.775454
23,3565,0.870319,1.813150,3.466411
23,3565,0.785853,1.584492,2.533598
24,3651,0.767674,1.943536,3.960674
24,3651,0.732440,1.671981,2.823537
22,3240,0.789335,1.842566,3.626302
22,3228,0.691421,1.596989,2.802708
26,3778,0.903257,2.021616,4.866174
21,3076,0.741094,1.695985,3.333286
22,3169,0.792436,1.970782,4.887686
21,3029,0.764665,1.727068,3.995927
23,3722,0.827028,1.821826,3.197240
28,4028,0.921412,2.111901,4.395164
25,3915,0.833822,2.021846,3.482288
23,3274,0.800012,2.052812,3.689349
25,3495,1.225482,1.992239,2.759794
28,3990,0.889401,2.212569,4.656197
23,3384,0.784264,2.067215,3.971651
24,3499,0.725641,1.907174,3.137816
24,3499,0.637200,1.822391,3.069547
24,3600,0.743191,1.996057,5.449990
24,3600,0.811951,2.676847,4.393233
24,3600,0.873981,2.203596,3.545104
24,3600,0.737932,1.957314,2.710780
25,3758,0.782438,2.177924,4.448803
25,3745,0.817094,2.113637,3.711849
25,3745,0.872187,1.981093,3.449909
25,3745,0.687996,1.769891,2.307759
29,4163,27.039225,2.650115,5.032484
26,3827,1.790637,2.810257,3.800890
29,4163,1.062003,2.065639,2.723650
29,4163,2.209436,1.823238,1.857219
30,4190,0.804009,1.739932,3.981533
27,3854,0.852156,2.301252,2.673861
27,3854,0.826484,1.782292,2.082109
28,4063,0.769334,1.979423,3.356198
28,4063,0.848068,1.874080,2.804355
28,4063,0.838972,1.753605,2.458068
35,4903,1.034327,2.099513,4.144003
29,4104,1.256890,2.050382,2.646046
29,4104,0.938311,1.695234,1.917172
30,4067,0.733538,1.732294,3.804546
30,4067,0.899502,1.717767,2.701212
31,4123,0.940092,1.964796,3.588672
31,4111,1.177381,1.804062,2.900202
31,4349,0.982804,2.103363,3.730246
32,4224,0.829750,1.978100,2.750572
32,4224,0.893107,1.673212,2.458197
32,4224,0.821825,1.493241,1.859649
33,4538,0.963932,2.034153,4.284784
33,4538,1.037403,2.351754,3.262012
32,4422,1.022557,1.842889,2.420524
31,4329,0.765075,1.509879,1.838082
32,4422,0.741080,1.374094,1.674961
33,4753,0.864496,1.853910,3.698905
33,4749,0.986361,1.920593,2.606717
33,4749,0.926395,1.748743,1.873915
33,4749,1.598623,1.802209,1.480028
33,4715,0.899915,1.825697,4.617941
34,4805,2.265861,2.009975,2.875259
33,4712,0.898755,1.838788,1.617841
35,4711,0.855163,2.130821,3.415584
28,4053,1.392822,1.982319,2.507317
35,4620,1.144225,2.078867,4.171427
36,4692,1.003677,2.195620,2.939280
36,4692,1.046686,1.595123,1.608422
37,4811,0.942275,1.742363,3.488214
38,4927,1.076708,1.807675,2.387009
38,4927,0.915695,1.557788,2.047028
38,4986,0.971862,1.949171,3.511767
38,4977,1.055769,2.040975,2.597939
38,4977,1.550472,1.972815,1.750002
39,5011,0.874808,1.915772,3.110444
39,5011,0.983181,1.697169,3.053926
39,5011,0.825656,1.471410,1.629199
40,5039,0.960134,1.849496,3.146423
40,5039,1.011489,1.766845,2.638312
38,4869,0.791540,1.446918,1.572216
39,4966,0.857308,1.660199,3.637042
39,4966,0.951810,1.845557,3.268923
41,5136,1.496276,1.980382,1.940048
33,4733,0.801894,1.898659,4.334212
30,4636,0.778454,1.747316,3.025871
31,4749,0.671111,1.556801,2.315655
28,4639,0.667120,1.434560,1.729532
29,4786,0.825458,1.851848,4.386564
23,3772,0.670021,1.574680,3.095158
21,3215,0.829991,1.566445,2.459420
21,3215,0.759019,1.382468,1.706271
22,3241,0.574158,1.291907,3.453677
20,3178,0.652584,1.320358,2.550227
20,3178,0.523167,1.185453,2.292273
22,3241,0.538695,1.062201,1.947574
22,3241,0.578305,1.157484,1.387688
23,3355,0.653410,1.531036,3.800156
23,3355,0.665005,1.493835,3.507715
15,2675,0.431357,1.280248,2.653407
15,2675,0.430023,1.226252,2.278883
23,3355,0.541703,1.228209,2.015717
17,2775,0.452717,1.298648,1.565021
22,3262,0.601299,1.317101,3.588578
14,2575,0.475694,1.237581,2.627486
14,2575,0.410766,1.222924,2.427616
14,2575,0.385311,1.262582,2.335199
15,2347,0.373773,1.157577,1.884787
14,2575,0.357328,1.121390,1.787166
12,2343,0.337352,1.190420,1.328789
12,2061,0.444005,1.242988,4.042546
13,2405,0.426090,1.198739,2.881268
10,1874,0.282041,1.037840,2.080703
13,2453,0.341508,1.077919,1.590571
9,1770,0.298618,0.955167,3.306573
11,1949,0.341621,0.930773,2.621918
13,2136,0.332160,0.865934,2.082326
13,2136,0.619460,0.975400,1.747058
10,1780,0.318069,0.860164,3.501291
10,1780,0.340258,0.823982,2.076165
10,1780,0.274678,0.801201,2.201170
11,1874,0.290591,0.768679,2.225534
13,2134,0.342187,0.810233,1.778001
14,2396,8.615213,1.306587,4.540428
15,2408,0.561606,1.450111,3.892049
9,1997,0.305720,1.263919,3.142810
9,1997,0.315233,1.182746,2.977663
11,2042,0.309802,1.049711,2.446347
11,2042,0.292003,1.021988,1.718516
12,2338,0.394127,1.280343,3.924367
15,2598,0.496103,1.415650,3.464271
15,2598,0.811774,1.491140,2.604357
15,2598,0.411723,1.160767,1.685931
12,2127,0.368976,1.065814,3.324692
12,2127,0.415277,1.122118,1.882670
11,1858,0.361554,1.113322,2.797125
13,2078,0.383749,1.167813,2.356325
14,2065,0.719519,1.377213,3.034898
12,1845,0.436131,1.392438,2.326415
13,1883,0.664491,1.135469,2.834533
15,2103,0.519135,1.070655,2.278266
14,2050,0.458739,1.266857,3.466601
14,2050,0.444536,1.085939,2.123497
15,2096,0.462919,1.263608,3.156202
15,2096,0.458734,1.126868,2.282668
15,2096,0.372714,1.094544,1.570766
16,2138,0.505603,1.410288,2.163988
16,2138,0.475878,1.127246,1.548906
17,2210,0.423550,1.242378,3.263923
17,2210,0.481137,1.163223,2.463155
18,2365,0.499829,1.575729,3.507745
18,2365,0.557795,1.370742,2.795789
18,2365,0.473041,1.170687,2.578504
19,2679,0.590539,1.654436,3.547843
19,2679,0.589124,1.726944,3.531457
19,2679,0.790810,1.799479,2.752970
19,2679,0.712090,1.575515,2.427095
18,2657,0.551165,1.716008,3.534124
20,2854,0.572095,1.575325,2.850873
20,2854,0.563096,1.523671,2.240469
19,2742,0.556255,1.718872,3.934439
21,2939,0.654573,1.753627,2.670460
21,2939,0.928993,1.779305,1.929112
22,2947,0.547709,1.733585,3.037850
22,2947,0.612756,1.588959,2.448202
23,2939,0.606775,1.745583,3.669121
21,2742,0.610703,1.462451,2.468413
23,2939,0.568333,1.317279,1.983802
24,3058,0.616666,1.728809,3.633329
22,2861,0.635680,1.551448,2.629072
22,2861,0.550965,1.356174,2.439358
23,3050,0.688186,1.772729,4.772485
25,3247,0.721339,1.800978,3.110916
25,3247,0.846774,1.827036,2.850155
25,3247,0.651039,1.390470,2.243321
24,3191,0.682759,1.741137,4.561760
24,3191,0.665742,1.656809,3.481132
24,3191,0.623635,1.537801,2.962924
24,3191,0.558950,1.353094,2.627631
25,3360,0.672697,1.845667,4.902136
25,3360,0.726006,1.733090,2.954003
25,3360,0.705200,1.956756,2.590374
26,3508,1.034377,2.402456,4.510544
26,3492,0.697958,1.940607,3.030369
26,3492,0.677225,1.981085,2.727653
27,3640,0.757002,2.455871,5.200743
27,3640,0.748226,1.966605,2.729402
27,3639,0.727309,1.711128,2.505579
27,3639,0.623893,1.508483,2.204136
28,3717,0.716225,1.718997,3.516642
28,3717,0.981754,2.048361,3.496438
27,3619,0.653770,1.607549,2.418417
27,3619,0.625419,1.437417,2.165764
29,3792,0.830654,2.001777,3.760405
29,3792,0.771672,1.783327,2.814422
29,3792,0.761248,1.587832,2.358738
29,3792,0.663197,1.395395,1.534065
30,3832,0.822734,1.686100,3.797024
30,3832,0.840773,1.705128,2.143061
31,3849,0.829925,1.775753,3.082438
32,3823,0.756350,1.865254,3.497116
25,3048,0.803594,2.034740,3.566735
26,3159,0.727080,1.701698,3.419647
29,3621,0.729994,1.542196,2.403532
27,3595,0.657129,1.433000,2.088472
23,3066,0.648459,1.532200,3.176802
20,2800,0.567085,1.324409,2.640601
21,3182,0.603500,1.392180,1.893295
26,3621,0.665723,1.878015,3.392763
22,3357,0.665693,1.783382,2.676587
22,3022,0.564341,1.505520,1.773607
16,2483,0.774655,1.588587,1.708905
23,3670,0.723764,1.833832,3.938491
23,3670,0.668989,1.886951,3.056072
23,3670,0.604488,1.767085,2.400554
23,3670,0.565468,1.589983,1.525567
24,3809,0.621023,1.615394,3.632283
24,3809,0.660257,1.652635,2.121294
29,4257,1.327855,1.997938,1.633861
30,4220,0.718110,1.557102,2.604605
27,3583,0.697638,1.518445,1.894072
27,3583,0.608846,1.295549,1.444676
28,3687,0.624740,1.370413,3.610605
29,3963,0.769537,1.578341,2.503165
32,4047,0.684395,1.430020,1.904667
31,4047,0.647001,1.241717,1.422627
32,4094,1.034590,1.711470,3.757836
30,4010,0.784432,1.504617,2.425040
31,4050,0.719407,1.585883,2.825615
27,3581,0.614932,1.487664,2.270894
33,3992,0.714491,1.665880,3.313272
34,4198,0.696688,1.535044,2.238886
33,4132,0.718366,1.579724,2.897709
32,3856,0.698838,1.474868,2.607385
34,4010,0.696356,1.370256,2.190334
35,4074,0.703878,1.443788,3.658654
37,4280,0.791383,1.426326,3.138845
33,3920,0.689605,1.252932,2.840007
34,4196,0.688185,1.222484,2.008609
31,3774,1.166605,1.417191,2.112673
30,3896,0.701056,1.311661,3.831557
30,3896,0.705487,1.436577,2.766572
26,3404,0.636274,1.288305,3.037812
35,4365,0.753029,1.439981,2.500092
34,4364,0.703584,1.402110,2.749195
34,4364,0.708380,1.429421,2.492061
34,4364,0.703553,1.395428,2.231128
31,3896,1.292223,1.596953,2.196588
22,2978,0.535200,1.230963,2.140487
37,4728,0.959928,1.956507,4.392994
32,4429,0.803159,1.948247,3.493500
28,4036,0.625329,1.719625,3.997050
22,3144,0.563997,1.514928,3.157862
31,4426,0.773177,1.980647,3.391753
32,4175,1.221599,1.844764,3.067580
33,4222,0.739571,1.573709,2.704928
36,4644,0.775608,1.568791,2.288416
39,4728,0.769434,1.485626,2.120139
42,4936,0.797928,1.532726,1.806412
43,5102,0.827755,1.639104,4.511720
34,4388,0.804330,1.597046,3.509446
36,4534,0.696611,1.485484,3.556323
39,4764,0.777828,1.450829,2.689349
33,4341,1.206080,1.717684,2.313564
36,4534,0.740592,1.380884,1.637901
33,4341,0.645259,1.272708,1.552858
33,4341,0.670371,1.178793,1.607993
13,2529,0.337394,0.883879,1.217709
13,2242,0.458692,0.851475,3.379206
12,2133,0.369743,0.946223,3.347684
10,1958,0.796372,1.189253,2.494691
8,1824,0.280966,0.793117,1.994053
8,1824,0.251217,0.703902,1.463972
9,1767,0.294383,0.822260,2.933030
9,1767,0.324954,0.736166,2.275878
9,1767,0.277701,0.701183,2.125249
7,1595,0.299533,0.939932,4.554983
7,1595,0.517857,0.999303,4.007044
7,1595,0.311173,0.826749,3.617796
6,1510,0.265980,0.794176,3.343482
8,1794,0.361379,1.052252,4.729190
7,1709,0.379118,1.046420,4.581631
8,1794,0.328469,1.091028,3.611880
7,1709,0.298315,1.001368,2.843267
8,1928,0.498259,1.361346,4.980904
8,1928,0.419000,1.251208,3.519219
8,1928,0.360661,1.216217,2.834956
9,2114,0.417301,1.672295,4.635360
9,2114,0.414397,1.400076,3.450986
9,2114,0.324762,1.303493,3.277723
10,2239,0.435299,1.314025,4.404728
10,2239,0.515262,1.375740,3.973415
10,2239,1.133579,1.389326,2.761692
11,2283,0.440013,1.458900,4.109099
11,2283,1.036755,1.246492,3.199383
11,2283,0.409089,1.171539,2.289349
11,2276,0.454566,1.244408,3.488374
11,2276,0.482610,1.245700,2.750012
11,2276,0.383157,1.170189,1.958426
11,2262,0.479508,1.454412,3.950638
11,2262,0.483776,1.284160,2.609621
11,2262,0.375323,1.160087,1.663629
12,2368,0.437206,1.270659,3.305617
12,2368,0.508376,1.172056,2.361656
12,2368,0.405762,1.136215,1.778199
13,2462,0.595839,1.578467,3.869453
13,2462,0.556993,1.286697,2.437622
13,2462,0.428228,1.118192,1.798393
14,2497,0.459694,1.120378,2.780291
14,2497,0.509515,0.988494,2.300660
14,2497,0.420923,0.912779,1.917263
15,2605,0.482257,1.450734,4.665999
15,2605,0.540000,1.500663,3.479457
15,2605,0.775066,1.459012,2.532811
15,2605,0.478260,1.169908,1.977286
16,2785,0.670485,1.951968,5.542784
16,2785,0.545780,1.490901,3.218260
16,2785,0.498364,1.271430,2.821307
16,2785,0.460409,1.149859,1.977872
17,2925,0.544125,1.416004,4.168537
17,2925,0.635538,1.349459,2.699512
17,2925,0.492273,1.128313,1.984227
18,2925,0.545161,1.195362,2.327136
18,2925,0.843046,1.374849,2.006298
19,2935,0.556586,1.205773,3.243458
19,2935,0.577784,1.173746,2.421588
20,2972,0.552819,1.517038,3.603233
20,2972,0.608523,1.268640,2.282378
21,3114,0.660864,1.422872,3.924128
21,3114,0.832567,1.635175,3.264256
21,3114,0.972418,1.622629,2.526918
22,3299,0.710032,1.655140,3.843814
22,3299,0.769383,1.451449,2.954508
22,3299,0.594408,1.345769,2.242835
23,3497,0.712453,1.831172,4.290662
23,3497,0.736656,1.544795,2.776222
23,3497,0.670237,1.400508,2.236386
23,3497,0.596512,1.257404,2.094946
24,3624,12.537765,2.263050,4.644565
24,3624,0.783442,1.551227,2.916317
24,3624,0.633854,1.365907,1.954144
25,3733,0.701650,1.567618,3.895401
25,3733,0.683850,1.496347,3.091539
25,3733,0.704380,1.434922,2.055671
26,3695,0.780814,1.745060,3.219591
26,3695,0.870234,1.689980,2.287986
27,3663,0.834054,1.718659,3.012127
27,3663,0.792122,1.397801,2.377417
28,3741,0.712837,1.645470,3.518553
28,3741,0.850171,1.475751,1.991449
23,3184,0.606265,1.429385,3.763723
28,3730,0.784878,1.491870,2.634268
29,3876,0.710380,1.318660,2.245308
30,4190,0.772290,1.701289,4.434292
30,4190,0.822927,1.681090,3.169413
30,4190,0.790608,1.664165,2.385163
31,4275,0.920942,2.082185,3.177993
31,4275,0.870881,1.827760,2.640352
27,4096,0.729981,1.681248,2.098144
29,4102,0.706403,1.618040,3.486504
32,4248,0.896346,1.698247,2.556495
32,4248,0.676861,1.560335,1.833779
33,4400,0.720346,1.859316,2.604782
23,3172,0.744785,1.628988,2.377280
33,4400,0.837056,1.385894,1.797507
28,3853,0.687470,1.516201,3.986773
22,3148,0.609739,1.177260,1.734505
21,3073,0.517002,1.019231,1.634360
23,3194,0.598452,1.244627,2.954784
22,3119,0.570143,1.194493,2.091486
26,3486,0.631786,1.236583,1.417010
36,4668,1.161525,1.806786,3.083816
23,3196,0.657394,1.543154,2.343887
23,3196,0.552255,1.314401,1.831818
36,4668,0.812444,1.464911,1.557662
27,3562,0.628176,1.319363,3.350539
24,3318,0.590861,1.262305,2.288409
37,4790,0.854452,1.393250,1.626186
38,4938,0.844853,1.530278,3.382561
38,4938,1.026779,1.870190,2.140847
38,4938,1.403050,1.706852,1.747754
25,3466,0.579470,1.040766,1.298405
39,5023,0.876906,1.477144,3.144925
39,5023,0.912803,1.554242,2.544197
27,3626,0.591481,1.139326,1.785977
34,4480,0.745015,1.528007,3.883349
