# number of KF, number of MP, UpdateLM[ms], SearchLP[ms], PoseOpt[ms]
22,3491,0.706535,1.839399,3.556492
22,3491,0.700293,1.777136,3.320185
22,3491,0.733085,1.596904,2.580953
22,3491,0.621437,1.470730,2.017760
23,3714,0.706325,1.905705,4.418565
23,3714,0.725949,1.812300,2.867421
23,3714,0.735692,1.704843,2.831003
23,3714,0.627932,1.418250,2.101924
23,3714,0.589367,1.227125,1.666212
24,3905,0.714926,1.606965,3.879163
24,3905,0.711256,1.639777,3.398843
24,3905,0.672735,1.474393,2.044719
24,3905,0.645080,1.386348,1.658299
25,3945,0.665302,1.583616,4.116475
25,3945,0.769522,1.653356,2.648796
25,3945,0.668087,1.486267,2.067853
25,3945,0.607085,1.321767,1.446510
26,3893,0.669905,1.578507,3.579451
26,3893,0.801145,1.576588,2.105179
26,3893,0.656828,1.277501,1.682951
27,3963,0.732332,1.670823,3.631196
27,3963,0.803420,1.578406,2.495796
27,3963,0.691451,1.408241,1.861646
28,3991,0.662809,1.489076,3.793840
28,3991,0.786936,1.654066,2.844345
28,3991,0.660073,1.477390,2.138792
29,4129,0.742597,1.739176,4.902118
29,4129,0.740673,1.571555,2.884768
16,2694,0.566565,1.473995,2.341344
17,2796,0.500837,1.249307,1.737812
24,3771,0.728033,1.642919,4.780116
19,3060,0.648134,1.625403,3.633208
19,3060,0.518325,1.272267,1.871403
19,3006,0.526305,1.340410,3.108744
19,3006,0.584991,1.374043,2.603957
18,2904,0.485189,1.115306,1.888269
20,3127,0.493895,1.063242,1.592784
22,3209,0.585787,1.234401,3.737020
22,3209,0.616398,1.242184,2.082350
21,3065,0.578825,1.404191,3.887676
21,3065,19.369695,1.478404,3.111157
21,3065,0.576593,1.258119,2.499546
24,3360,0.669975,1.524416,4.087712
21,3045,0.632423,1.444672,2.749724
22,3147,0.563151,1.255602,2.313751
19,2832,0.530479,1.228885,3.884559
23,3246,0.634696,1.339690,3.579317
18,2741,0.490893,1.227751,2.127022
24,3367,0.773140,1.484440,2.259610
23,3365,0.669903,1.573418,4.432284
25,3540,0.670055,1.501134,4.022270
20,3005,0.612395,1.336399,2.808871
23,3317,0.586736,1.207097,2.259078
19,2914,0.475002,1.015713,2.219603
18,3004,0.701246,1.399387,5.217358
15,2561,0.973121,1.295396,3.994114
17,2854,1.244150,1.293459,2.833277
15,2561,0.586974,1.284546,2.336337
18,2896,0.626801,1.411623,5.225921
16,2603,0.499285,1.218514,3.775478
16,2603,0.556617,1.166341,2.855751
18,2896,0.541405,1.093664,2.445881
19,2862,0.596586,1.393818,4.553334
17,2569,0.622506,1.312525,3.247551
17,2569,0.491742,1.139879,2.627030
18,2656,0.551577,1.538657,4.626207
18,2656,0.652400,1.454869,4.055182
18,2656,0.532952,1.316143,2.939034
18,2656,0.487380,1.190519,2.802232
19,2758,0.602400,1.466724,4.536020
19,2758,0.597521,1.396061,3.309377
19,2758,0.611444,1.347783,2.804534
20,2906,0.602947,1.716081,4.327626
20,2906,0.831303,2.106375,3.442962
20,2906,0.626507,1.453298,3.075419
21,3003,0.667580,1.663649,4.569795
21,3003,0.699207,1.489706,3.913547
21,3003,0.639974,1.386583,3.332464
21,3003,0.599528,1.356161,3.183550
21,3003,0.564122,1.285508,2.774655
21,3198,0.623767,1.706196,4.812337
21,3198,0.731167,1.832070,4.514297
20,3099,0.684205,1.729749,3.993127
18,2940,0.571637,1.504625,4.211669
17,2852,0.563887,1.461578,3.009992
18,2940,0.541765,1.517412,2.711088
18,2940,0.534016,1.486778,2.888711
22,3638,0.745997,1.932630,4.704074
20,3440,0.701123,2.119155,4.386123
20,3440,0.737050,2.105830,5.162612
22,3638,0.686241,1.870173,3.856220
20,3440,0.617793,1.701920,3.828367
20,3440,0.598981,1.625083,3.552492
20,3440,0.579961,1.516585,3.133075
22,3638,0.606331,1.469783,2.668357
23,3767,0.685190,1.770918,4.818978
20,3509,0.665122,1.747137,5.074385
20,3509,0.681756,1.703603,4.013592
20,3509,0.584941,1.565878,3.570118
17,3234,0.505825,1.488985,2.698697
12,2779,0.415255,1.371560,2.287710
14,2966,0.443196,1.290265,1.934612
14,2928,0.536110,1.556225,4.089108
14,2928,0.588141,1.364120,3.571268
13,2834,0.538335,1.309075,2.588717
12,2821,0.422273,1.058288,2.484614
12,2821,0.381961,1.028206,1.796094
11,2453,0.419458,0.964373,2.892210
11,2453,0.413493,1.013354,2.681986
11,2453,0.394683,0.958029,2.212549
11,2453,0.350879,0.916379,1.558663
11,2545,0.763153,1.197590,4.424909
11,2545,0.413590,1.246331,3.402317
11,2545,0.993450,1.142170,2.436253
8,2208,0.307188,1.038957,1.902665
8,2208,0.292121,0.930940,1.538015
9,2417,0.450061,1.285377,4.413927
9,2417,0.665461,1.406243,3.146218
7,2264,0.338338,1.105458,2.239298
8,2335,0.414556,1.421919,3.968219
8,2335,0.488282,1.440927,3.286435
8,2335,0.379836,1.164329,3.243486
8,2335,0.337648,1.053677,2.023454
9,2367,0.392423,1.177738,3.872899
9,2367,0.412946,1.189878,3.158928
9,2367,0.370082,0.983789,2.263996
9,2367,0.343806,0.900629,1.838336
10,2642,0.444792,1.342170,4.286964
10,2642,0.462528,1.317474,3.621575
10,2642,0.392713,1.204393,2.921928
10,2642,0.369803,1.052539,2.058176
11,2750,0.453588,1.245175,3.691812
11,2750,0.492549,1.291198,3.449760
11,2750,0.408100,1.132162,2.326855
11,2750,0.417405,1.097342,2.126013
11,2558,0.450959,1.605812,3.699442
11,2558,0.537874,1.417438,2.944769
11,2558,0.430122,1.231981,2.351304
11,2558,0.361058,1.159744,1.803346
12,2676,0.508561,1.565468,4.376215
12,2676,0.546849,1.368337,2.624972
12,2676,0.422757,1.110566,2.072198
12,2528,0.548922,1.567999,3.447092
12,2513,0.534022,1.404797,2.668275
12,2513,1.319643,1.219579,1.897917
13,2556,0.464832,1.425321,3.682487
13,2556,0.574586,1.342391,2.996002
13,2556,0.756326,1.160379,2.261096
14,2711,0.508953,1.462738,4.649979
14,2711,0.598785,1.466117,3.384751
14,2711,48.125447,1.480741,2.813574
14,2711,0.619728,1.345486,2.258399
15,2804,0.497142,1.862019,4.271416
16,3010,0.548543,1.449155,2.994331
16,3010,0.560106,1.375109,2.705556
17,3036,0.595704,1.712881,3.549299
17,3036,0.651136,1.580971,2.529484
17,3036,0.530937,1.410409,2.136190
18,3086,0.748536,1.816006,3.960578
17,2873,0.607810,1.507934,2.701352
18,2978,0.626451,1.798248,3.641074
18,2978,0.602612,1.516997,3.224086
19,3184,0.630058,1.503625,2.142532
20,3404,0.692068,1.852433,3.758685
19,3198,0.633340,1.518031,2.436322
19,3198,0.672306,1.551699,2.473934
19,3198,0.575063,1.330876,1.766740
20,3440,0.703635,1.672020,4.781322
20,3440,0.684956,1.621690,3.299518
20,3440,0.669600,1.496237,2.878761
20,3440,0.539026,1.340646,1.828764
21,3652,0.841502,1.830605,4.493107
21,3652,0.649740,1.644895,3.509889
21,3652,1.268519,1.510369,2.677533
21,3652,0.585688,1.386408,2.049094
22,3819,0.812817,1.671927,4.314071
22,3819,0.659665,1.701049,2.790804
22,3819,0.735908,1.561046,2.258626
23,3883,0.739462,1.743425,3.899303
23,3883,0.683843,1.661058,3.113150
23,3883,0.717331,1.609904,2.205585
24,4003,0.712188,2.030027,4.680429
24,4003,0.746577,1.840015,3.261633
24,4003,0.717249,1.601492,2.434952
24,4003,0.639253,1.443057,1.982499
25,4135,0.800584,2.105949,4.808699
25,4135,0.775144,1.749718,2.874314
25,4135,0.758391,1.602852,2.164882
26,4203,0.776310,1.882317,4.044744
26,4203,0.789138,1.818250,2.970507
26,4203,0.770804,1.695795,1.995234
27,4169,0.731018,1.942301,3.872339
27,4169,0.891921,1.717157,2.551871
28,4148,0.845117,1.797826,3.680176
28,4143,0.800281,1.578872,2.646704
29,4301,0.902718,1.865629,4.718262
29,4301,0.888006,1.634459,3.625064
29,4301,0.828108,1.536263,2.677663
30,4412,0.857971,1.857063,4.570769
30,4412,0.853623,1.773668,3.679105
30,4412,0.883921,1.865230,2.996983
30,4412,0.731082,1.566082,2.509500
31,4487,0.820110,1.968796,4.869455
31,4487,0.916177,1.944103,3.657107
31,4487,0.845344,1.859689,3.400763
31,4487,0.738797,1.748125,2.975464
32,4660,0.999130,2.237032,5.275868
32,4660,1.108963,2.205732,4.436490
32,4660,1.007102,1.988235,3.717449
32,4660,0.897764,1.722670,2.784736
33,4717,0.890434,1.947181,4.655982
33,4717,0.964178,1.858625,3.288872
33,4717,0.913240,1.788416,2.858526
34,4793,0.925875,1.997958,4.499190
34,4777,0.938860,1.857789,3.450927
19,3020,0.594824,1.393064,3.055637
16,2693,0.504632,1.126889,2.262999
14,2465,0.513226,1.307768,3.337300
13,2340,5.264977,1.226860,2.993591
12,2207,0.418919,1.048234,2.670724
12,2207,0.361786,1.003590,1.996552
13,2409,0.445208,1.117881,3.352331
11,2182,0.553646,1.403388,3.346966
8,1922,0.307707,0.912980,1.879950
9,2110,0.373099,0.992993,4.124433
9,2110,0.353970,0.964073,2.688578
7,1881,0.275370,0.902799,2.162804
9,2110,0.309313,0.877639,1.991091
10,2244,0.393470,1.075317,4.390544
8,2015,0.347300,1.098629,3.034568
8,2015,0.305798,1.040285,2.934314
8,2015,0.303909,0.936368,2.179859
9,2234,0.383819,1.094984,3.626752
9,2234,0.374251,1.037794,3.175190
8,2123,0.312877,0.951405,2.527916
8,2123,0.302059,0.880731,1.965456
9,2279,0.385150,1.064180,4.105863
9,2279,0.431706,1.152365,2.499614
9,2279,0.330262,1.078216,1.972058
9,2269,0.373793,1.135153,3.768041
9,2269,0.423380,1.137619,2.807156
9,2269,0.318457,1.050718,1.923677
10,2241,0.378266,1.045567,3.095924
10,2241,0.407902,0.993214,2.760540
10,2241,0.334937,0.907859,2.264143
10,2241,0.334561,0.871373,1.791432
11,2309,0.411848,0.985760,3.511713
11,2309,0.432717,1.034745,2.800585
11,2309,0.367319,1.000780,2.300340
10,2151,0.334209,0.921698,1.944412
11,2361,0.385037,1.121985,3.019086
11,2361,0.434004,1.201447,2.208628
11,2361,0.474268,1.157574,1.929813
12,2480,0.465886,1.195815,3.451896
12,2480,0.464513,1.140093,2.525434
12,2480,0.392723,1.075523,1.808985
12,2480,0.371453,0.989153,1.461391
11,2134,0.452839,1.138847,3.331920
13,2534,1.227139,1.262596,3.037243
13,2534,0.387419,1.125157,2.200594
13,2534,0.396115,1.067183,1.244288
12,2401,0.442309,1.121422,3.603189
12,2401,0.490033,1.168131,2.409298
12,2401,0.368038,1.010271,1.463833
13,2587,0.445828,1.177559,3.785203
13,2587,0.478227,1.258338,2.417542
13,2587,0.390714,1.137855,1.632304
14,2650,0.476200,1.256110,3.478935
14,2650,0.533161,1.232585,2.025640
14,2650,0.411596,1.083380,1.835260
15,2772,0.638392,1.679381,4.353081
15,2772,0.607889,1.388416,2.954170
15,2772,0.465943,1.117274,2.019352
14,2638,0.389228,0.979702,1.547737
15,2772,0.487457,1.145944,3.867421
15,2772,0.519218,1.173893,2.532938
15,2772,0.450242,1.015350,1.912210
15,2772,0.406111,0.907234,1.350570
16,2784,0.458455,1.131910,2.520075
16,2784,0.550829,1.207700,1.945237
17,2669,0.504708,1.362754,3.369482
17,2669,0.503339,0.954934,2.346072
18,2775,0.529650,1.344752,4.404720
18,2775,0.553376,1.214727,2.582375
18,2775,0.463094,1.089320,2.303144
19,2926,0.511858,1.382470,3.638676
19,2926,0.566543,1.423339,3.243074
19,2926,0.516013,1.179467,2.302980
20,3131,0.573754,1.482240,4.505793
20,3131,0.655987,1.328399,3.261173
20,3131,0.589052,1.328669,2.700020
21,3310,0.719905,2.121168,4.773388
21,3310,1.106748,2.001114,3.822667
20,3199,0.657623,1.731195,2.622281
22,3459,0.747723,1.919626,4.780679
22,3459,0.639563,1.802326,3.712030
20,3241,0.640226,1.587433,3.160600
22,3459,0.611890,1.321236,2.586169
22,3407,0.654756,1.508852,4.235602
23,3517,0.693655,1.413581,2.895325
24,3514,0.749152,1.581766,3.384417
24,3502,0.643921,1.324206,3.086655
24,3404,0.860527,1.972010,4.529603
24,3373,0.969827,1.595836,3.460910
26,3532,0.853096,1.834073,4.853456
25,3408,0.714924,1.475114,3.374044
26,3568,0.895875,1.894977,4.665585
26,3543,0.741377,1.497418,3.519863
27,3886,0.905953,2.299392,5.319210
27,3739,0.928179,2.029635,4.678279
26,3631,0.798296,1.833126,2.880295
25,3492,0.766141,1.854935,2.714510
29,4039,0.981725,2.291899,4.854905
24,3446,0.708170,1.812908,3.285387
26,3673,0.775899,1.927136,3.012975
27,3913,0.790593,2.178913,4.460282
27,3903,1.793269,2.135270,3.745949
27,3903,1.511196,1.955398,2.744111
29,4150,1.049211,1.919440,2.951023
28,4071,0.838664,2.025424,4.408742
28,4057,0.834234,2.044920,4.248055
28,4057,0.820008,2.018536,3.605112
28,4057,0.908768,2.194453,3.032650
28,4057,0.739119,1.732017,2.329666
29,4256,1.131994,2.653446,4.565808
29,4246,1.207956,2.309256,4.061683
29,4246,0.898553,2.077231,3.668692
29,4246,0.816934,1.953764,3.547342
29,4246,0.717910,1.800992,3.258536
29,4246,0.725059,1.679437,2.588257
29,4246,0.667587,1.705378,2.365160
32,4618,23.546013,2.322522,5.214878
23,3636,0.818449,1.875808,4.751695
30,4363,0.862965,1.812930,3.812397
24,3729,0.691500,1.624417,3.379728
32,4610,0.844256,1.687039,3.154018
31,4502,0.731605,1.543921,2.758204
11,2421,0.381343,1.142967,2.470217
11,2421,0.368321,1.071084,1.951657
11,2524,0.457543,1.230393,3.058580
11,2524,0.505459,1.126353,3.287059
11,2524,0.392901,0.978041,2.647045
11,2524,1.033933,0.872176,2.033892
8,2177,1.038130,0.765521,1.776466
8,2177,0.296444,0.673091,1.307009
7,2061,0.330659,0.820950,3.756562
7,2061,0.378509,0.876917,3.302737
5,1783,0.299805,0.813556,2.221708
4,1612,0.237785,0.683708,1.873714
4,1612,0.202364,0.651233,1.714622
4,1612,0.195525,0.608773,1.143287
5,1699,0.299655,0.885008,3.393998
5,1699,0.247908,0.936737,2.781031
5,1699,0.230822,0.828052,1.886264
6,1779,0.341850,1.129473,4.468608
6,1779,0.358016,25.353302,3.350384
6,1779,0.345594,0.928159,2.480048
7,1839,0.349253,1.066255,4.118964
7,1839,0.353117,1.031195,3.304777
7,1839,0.297854,0.944135,2.623300
8,1992,0.381062,1.072542,5.317902
8,1992,0.383999,1.073997,3.660344
8,1992,0.354946,0.970146,3.118297
8,1992,0.349593,0.969965,2.742395
9,2148,0.647291,1.361477,4.716870
9,2148,0.448448,1.090205,2.876632
9,2148,0.390393,1.022208,2.999449
9,2148,0.348952,0.986491,2.439903
10,2281,0.417746,1.220567,4.620719
10,2281,1.146295,1.328592,3.532452
10,2281,0.849599,1.174887,3.079647
10,2281,0.423025,1.211451,2.450947
11,2450,0.540209,1.592393,5.097321
11,2450,0.529425,1.521326,3.107600
11,2450,0.432788,1.364010,2.237145
11,2450,0.388128,1.205552,2.048969
11,2317,0.426337,1.158842,3.062066
11,2317,0.506462,1.185559,2.316167
10,2127,0.348613,0.962934,1.933556
10,2127,0.326020,0.852569,1.285092
12,2400,0.614638,1.280520,3.522988
12,2400,0.520157,1.205084,2.401922
11,2210,0.427060,1.014642,2.715336
11,2210,0.363077,0.966983,1.473731
13,2484,0.471680,1.202860,3.310011
12,2294,0.469951,1.189764,2.267415
12,2294,0.386056,1.055985,1.566968
13,2371,0.432396,1.232747,3.002631
13,2371,0.442763,1.170919,1.914679
14,2371,0.439090,1.124870,3.468112
14,2371,0.498158,1.120538,2.490952
15,2561,0.466221,1.012970,2.204868
15,2469,0.656533,1.561062,3.970167
15,2469,0.550947,1.301234,3.100897
16,2659,0.525054,1.171315,1.982930
16,2659,0.444332,1.084126,1.530087
17,2849,0.542780,1.342638,3.796953
16,2659,0.542386,1.352718,3.150623
16,2659,0.458107,1.247856,1.939433
17,2941,0.542459,1.382159,3.489595
17,2941,0.534624,1.450318,2.242856
17,2941,0.541145,1.160149,1.861375
18,2912,0.537144,1.189103,3.363554
18,2912,0.609816,1.143115,2.163610
19,2800,0.712182,1.410507,3.412925
20,2977,0.602657,1.119543,2.343138
21,3111,0.703294,1.539612,4.122556
21,3092,0.652105,1.430156,3.186449
21,3092,0.654986,1.362582,3.079654
21,3092,0.564093,1.241009,2.213651
22,3397,0.691067,1.603306,3.853631
21,3207,0.647953,1.531346,2.820326
21,3207,0.713153,1.859049,2.422521
22,3504,0.846085,1.983103,4.518150
23,3694,0.725875,1.712411,2.856820
23,3694,0.683950,1.494515,2.415291
23,3607,0.821180,1.986963,4.378727
24,3796,0.734128,1.669162,3.123402
24,3796,0.706761,1.443256,1.930001
24,3657,0.831424,1.976513,3.180632
24,3647,0.717515,1.632989,2.304745
24,3647,0.697383,1.374845,1.708419
25,3756,0.695181,1.848756,3.805813
25,3756,0.698262,1.575014,2.211912
25,3756,0.721821,1.355623,2.100721
26,3803,0.714365,1.746446,3.770210
26,3803,0.748684,1.512125,2.513515
26,3803,0.670736,1.329720,2.022623
27,3895,0.788990,1.938933,3.798364
27,3895,0.775334,1.725227,2.550776
27,3895,0.847881,1.640329,1.900703
28,4011,0.756411,1.862809,3.749984
28,4011,0.782404,1.570338,2.272537
28,4011,0.751057,1.366570,1.684794
29,4013,0.712337,1.574184,3.215734
29,4013,0.731772,1.421719,2.069446
30,4039,0.833461,1.772872,2.782572
30,4039,0.815524,1.582634,2.167507
30,4039,0.768367,1.428102,2.112836
31,4183,0.809998,1.792500,3.779188
31,4183,0.826424,1.802312,3.151798
31,4183,0.748533,1.544443,1.852945
32,4338,0.759977,1.922014,3.388862
32,4338,0.860962,1.800358,2.664337
32,4338,0.816120,1.865810,2.159117
30,4157,0.880955,1.994505,3.858292
30,4157,0.819696,1.675992,2.438078
31,4212,0.708604,1.413563,1.720275
34,4505,0.775632,1.806482,3.218738
34,4505,0.866370,1.455332,2.126644
32,4075,0.767970,1.606107,2.705913
32,4075,0.770507,1.434083,1.874541
36,4479,0.814467,1.616068,3.055068
16,2629,0.463724,1.168859,1.865778
35,4347,1.009347,2.191919,2.795127
35,4347,1.527241,1.996788,1.545810
36,4398,0.822308,1.328380,2.979313
36,4398,3.152438,1.289776,1.825031
36,4398,1.489796,1.237704,1.369347
37,4543,0.799064,1.544158,3.465241
37,4543,1.016986,1.631991,2.541826
37,4543,0.812696,1.510633,1.704875
37,4543,0.862487,1.554809,1.748491
38,4666,0.842318,1.647735,3.848489
38,4666,0.995024,1.630037,2.373044
38,4666,0.799811,1.447682,1.734427
38,4666,0.739782,1.218055,1.257286
20,2963,0.508298,1.227775,3.178953
20,2963,0.549665,0.997323,1.669584
23,3285,0.672342,1.065195,1.022827
20,3059,0.512230,1.211166,3.041887
20,3059,0.572058,1.127515,2.038326
18,2835,0.425731,0.944162,1.254991
21,3149,0.551378,1.186805,2.600631
25,3583,0.690738,1.328368,1.808653
25,3583,0.685407,1.289775,1.832047
26,3732,0.777648,1.661270,3.842823
26,3719,0.792627,1.654924,2.635786
26,3719,0.633558,1.394276,2.039440
32,4228,0.725435,1.359486,1.441727
33,4271,1.106901,2.188990,4.758526
27,3762,0.650129,1.375885,2.558018
27,3762,0.601921,1.256209,1.681952
28,3746,0.801950,1.792186,3.538053
22,3088,0.604733,1.254947,2.312444
19,3053,0.497748,1.001884,1.808930
35,4251,0.840380,1.388047,3.462154
14,2119,0.723262,1.257958,2.527275
29,3742,1.019115,1.505552,2.402082
29,3742,0.661468,1.104608,2.182447
13,2041,0.355902,0.850125,1.875369
15,2282,0.457615,1.131078,3.839220
30,3905,0.773888,1.495429,4.776061
30,3905,0.866627,1.575375,3.956008
30,3905,0.712895,1.266560,2.995333
15,2282,0.407307,0.940678,2.669291
15,2282,0.401314,0.883242,2.150795
24,3247,0.549768,0.954045,1.766025
25,3693,0.743459,1.381733,6.839485
25,3693,0.743498,1.390456,5.738128
16,2728,0.502634,1.198447,4.382092
16,2728,0.479397,1.085677,4.205110
16,2728,0.522038,1.395392,3.191000
16,2728,0.785654,1.226863,2.945391
16,2728,0.447562,0.900268,2.443475
16,2728,0.430438,0.843425,2.209080
16,2856,0.491652,1.018611,5.329765
13,2651,0.457826,1.281038,4.596093
12,2479,0.443328,1.163583,4.470638
14,2652,24.748827,1.577128,4.690646
14,2652,0.701687,1.660119,3.495857
14,2652,0.639551,1.435177,2.611161
12,2479,0.365787,1.078490,2.179648
10,2262,0.320362,0.934374,1.427812
11,2081,0.357749,0.932109,3.442970
13,2298,0.465637,0.952598,3.106472
11,2081,0.326918,0.904149,2.465692
11,2081,0.330200,0.814584,1.648562
11,2081,0.296411,0.748754,1.218535
12,1858,0.451113,0.874286,2.831319
12,1858,0.407208,0.957604,2.303664
12,1858,0.611481,0.858300,1.890199
11,1771,0.303882,0.696945,1.454848
9,1677,0.363923,0.947561,3.494354
7,1506,0.259603,0.850198,2.673568
7,1506,0.238381,0.836361,2.494911
7,1506,0.224763,0.871301,1.775715
8,1652,0.519352,1.009043,3.101069
47,5232,1.696387,3.911591,3.966536
56,6584,1.900508,4.172445,3.472884
55,6379,1.459066,3.599772,3.101897
55,6379,1.334205,3.304472,2.850471
55,6379,21.367878,6.585833,7.223493
54,6335,1.696211,4.835106,26.095782
57,6681,2.054944,5.067852,4.936673
55,6416,1.827045,3.954881,4.110754
55,6416,1.683975,3.828785,3.278524
56,6510,1.721107,4.196267,6.138749
56,6492,1.919159,4.303450,4.375857
56,6492,1.849801,4.227899,3.752590
55,6287,1.992342,3.571395,3.141587
56,6370,1.516549,3.793327,4.036690
57,6560,1.856533,3.978657,4.259893
51,5492,1.724943,3.541754,2.738778
50,5486,1.436053,3.096689,2.330319
57,6681,2.128221,4.877207,4.300343
58,6764,2.013108,4.670466,3.449859
57,6673,1.964866,4.043391,3.041970
52,5978,1.650255,3.906048,4.752235
59,6986,1.600765,4.111912,3.405383
57,6779,2.002595,4.604537,3.057538
57,6779,1.924427,3.936561,2.977627
54,5883,1.815282,3.689901,3.587392
53,5859,1.685838,4.295036,3.204881
54,5865,2.187545,3.733328,2.472851
54,5865,2.022854,3.400774,2.437265
59,6766,1.974550,4.030173,3.818475
55,5887,1.274367,3.057476,2.858907
58,6640,1.905942,3.942937,2.448704
57,6632,1.810972,3.719319,3.469023
55,5956,1.536138,3.434808,2.713601
61,6972,2.199433,5.441140,4.379424
60,6719,1.993806,5.362426,3.640893
56,5960,1.946805,3.743886,2.569585
62,7221,2.441262,5.119418,4.816355
61,6825,1.784784,3.751160,3.773918
62,7008,2.240345,3.747227,3.163367
60,6870,3.764050,7.147696,5.319892
60,6680,3.332317,4.072385,2.951802
62,6840,2.243643,5.811417,3.553225
63,7023,2.548882,5.126361,3.373715
62,7221,2.564856,5.056424,4.441351
62,6940,2.170502,4.635165,3.638297
65,7230,2.391572,3.986913,2.689252
65,7230,1.993798,3.369397,3.126348
64,7479,2.004603,3.978225,4.189712
64,7271,2.125226,4.113064,3.680375
64,7263,2.303674,3.593973,3.060683
64,7263,2.105627,3.271508,2.922016
63,7125,2.744168,5.042105,3.941300
65,7348,2.387039,4.011821,3.335656
68,7718,1.988543,4.667375,4.599269
76,8827,2.445888,6.026391,5.217022
81,9133,2.603405,5.045849,5.215029
81,9414,2.229711,4.964040,5.030683
81,9477,3.197543,4.888725,6.549559
81,9202,2.880699,4.782796,6.836434
69,7864,2.493763,4.121493,5.725198
81,8990,2.852897,4.348419,6.554290
81,9010,2.802767,4.024554,6.099652
81,9010,2.645400,4.081426,5.757720
81,8919,2.347036,3.556484,5.194352
79,9004,3.315768,4.306808,4.892625
73,8186,1.811480,3.048856,4.810480
73,8186,1.827104,2.888612,5.150260
79,9004,1.986053,3.028466,4.818687
79,9004,35.736463,4.296744,4.148701
79,9004,2.346214,4.097525,5.494674
64,7594,3.090948,3.448023,5.421842
59,6946,1.553077,2.582710,4.381973
56,6885,1.520628,2.444066,5.194915
56,6885,2.125928,3.312762,4.730814
72,8101,1.950465,2.904078,4.975263
72,8101,1.822426,3.066397,5.103867
55,6785,1.871631,3.257693,5.939243
55,6785,2.235436,3.436054,5.930424
68,8146,2.305983,3.497793,5.158233
74,9026,1.728774,3.675065,5.449844
65,8635,1.501771,3.509163,4.928515
64,8633,1.421478,3.483187,5.597804
64,8633,1.425844,3.435465,5.504135
68,8953,1.472183,3.549207,6.054363
60,8419,2.259472,4.730099,5.890840
63,8956,1.670244,4.168988,6.594581
66,9188,1.661764,4.400542,5.405003
66,8671,1.645996,4.423466,5.786638
74,9614,1.738774,4.747859,6.753772
91,12854,2.544872,5.911573,5.801601
109,14191,20.711454,7.688002,5.828124
106,13735,2.649215,6.415962,6.907297
105,13875,2.328338,6.032153,6.326067
104,13831,2.312148,5.860376,5.285486
103,13858,2.344882,5.796507,6.897572
113,14880,2.583801,6.118450,5.411765
103,13734,2.133124,5.484835,5.168191
104,13550,3.208222,6.952963,6.338580
97,13376,2.463516,5.942568,5.750778
104,13733,2.256190,5.747966,5.672600
92,12880,2.003570,5.257407,5.585603
89,12860,2.269280,5.491185,6.381742
95,13352,2.222179,5.372652,6.303822
97,13499,2.155360,5.309614,6.168098
98,12904,2.570366,6.226009,7.601564
99,12951,3.665796,7.237149,6.969536
111,14592,3.288051,6.679912,6.445358
104,13572,6.810401,7.603738,6.593625
105,13773,3.965487,7.242202,6.997837
100,13039,3.620690,7.098477,6.800881
99,12677,5.894485,5.971864,7.861804
99,12671,3.441340,6.177345,6.013251
98,12517,4.242419,6.894361,6.045990
98,12517,3.919182,7.327833,6.194028
99,12671,3.953544,6.876104,6.590220
106,13691,4.788204,7.348778,5.845516
99,12671,3.542446,6.599473,5.710005
108,13833,3.502455,6.810372,5.940083
109,13980,2.928707,6.040111,5.927561
107,13838,2.621362,5.604641,6.013954
100,12818,2.322094,5.104006,5.887553
107,13838,2.481210,5.192602,6.144597
107,13968,2.471619,5.209800,4.370508
108,13968,2.418953,5.216724,5.625161
93,12584,2.142262,4.973350,4.759151
96,12543,2.027470,5.127671,5.151262
109,14030,2.331972,5.304786,4.716308
111,14259,2.231868,5.306388,5.115994
111,14259,2.254602,40.583572,4.176465
107,13874,3.218996,5.973490,4.205975
68,8877,2.451892,3.993436,4.603766
43,6060,1.077841,2.477016,3.877539
59,8074,1.635622,3.140454,3.494418
64,8331,1.646196,3.239403,3.360819
64,8331,1.425757,3.125830,4.227772
64,8331,1.502277,3.155914,4.252679
59,7475,1.390093,3.014692,4.549087
59,7475,1.279849,2.998743,3.909171
57,7187,1.220546,3.036022,3.821865
57,7187,1.284528,3.008629,4.058141
57,7187,1.501995,2.995929,4.254885
57,7187,1.253019,3.054682,4.246564
49,6512,1.173160,2.839904,4.355141
46,6375,1.121472,2.874071,4.322890
46,6375,22.570593,3.200561,4.160392
44,5743,1.212635,3.189508,4.774807
44,5743,1.177936,2.798253,4.203235
44,5743,1.030999,2.750464,3.976776
44,5743,1.138548,2.816537,4.247884
44,5743,1.061290,2.848564,4.004650
44,5743,1.086983,2.807135,4.163099
44,5743,1.076199,2.814516,4.076410
44,5743,1.069839,2.791287,3.641637
45,6201,1.329342,3.829000,7.049831
45,6170,1.653518,4.551375,6.134386
45,6170,2.365426,4.462059,4.785490
45,6170,1.907517,3.931665,4.774338
45,6170,1.640153,3.754620,4.343470
44,5917,1.381160,3.387976,4.527631
44,5917,1.213499,3.122137,3.478494
44,5917,1.102703,3.025879,3.863759
44,5917,1.199432,3.230889,3.846733
44,5917,1.683544,3.380553,4.227780
44,5917,1.742515,3.218522,4.269703
44,5917,1.152994,2.983664,4.260100
44,5917,1.146985,2.978692,3.615588
45,6448,1.478005,3.977430,7.372956
44,6160,1.294009,3.910146,5.692845
44,6160,2.817982,4.468463,4.495507
